@relation 'fin_table-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6'

@attribute crop numeric
@attribute state {Orissa,'Andhra Pradesh',Rajasthan,Chhattisgarh,Gujarat,Haryana,'Madhya Pradesh','Tamil Nadu','Uttar Pradesh','Himachal Pradesh',Uttarakhand,Punjab,'Telangana ','Arunachal Pradesh','Jammu and Kashmir ',Kerala,Meghalaya}
@attribute district numeric
@attribute season numeric
@attribute year numeric
@attribute total_cost numeric
@attribute temp numeric
@attribute rainfall numeric
@attribute yield_ton_hect numeric

@data
15,Orissa,122,0,2014,32165.335,15.065,10.9,8.44497
15,Orissa,130,0,2013,22723.06,15.305,3.3,8.45311
15,Orissa,126,0,2013,25323.54,15.305,3.3,8.5
15,Orissa,130,0,2012,22512.581,14.92,14.6,8.5411
2,'Andhra Pradesh',3,0,2014,65916.3,15.065,4.28,8.61999
15,Uttarakhand,215,1,2012,97196.441,22.51,257.98,8.63827
21,Orissa,119,1,2012,55289.6,22.51,262.43,8.66667
15,Orissa,120,0,2014,32372.282,15.065,10.9,8.77561
15,Uttarakhand,214,0,2013,132762.174,15.305,71.78,8.80069
2,'Andhra Pradesh',218,0,2012,54618.3,14.92,10.08,8.84001
15,Orissa,133,0,2013,22723.06,15.305,3.3,8.87708
15,Orissa,126,0,2012,21958.968,14.92,14.6,8.91312
15,Orissa,1,0,2013,22106.287,15.305,3.3,9.15882
14,'Uttar Pradesh',160,2,2012,62673.109,23.675,143.28,9.16276
14,'Uttar Pradesh',179,2,2012,32238.435,23.675,143.28,9.16351
14,'Uttar Pradesh',161,2,2012,37870.402,23.675,143.28,9.16667
14,Chhattisgarh,161,2,2012,77081.462,23.675,316.35,9.16667
14,'Andhra Pradesh',218,0,2013,81304,15.305,8.65,9.18182
15,Orissa,122,0,2013,25279.674,15.305,3.3,9.29397
15,'Jammu and Kashmir ',234,0,2014,31841.836,15.065,73.8,9.34286
21,Meghalaya,236,1,2012,113134.477,22.51,336.13,9.40568
15,Uttarakhand,209,1,2013,132762.174,23.0075,228.3,9.4186
15,Orissa,126,0,2014,21984.967,15.065,10.9,9.42898
14,'Uttar Pradesh',159,2,2013,27442.915,23.605,216,9.48552
14,'Uttar Pradesh',162,2,2013,28749.613,23.605,216,9.4875
14,'Uttar Pradesh',193,2,2013,35688.074,23.605,216,9.48819
14,'Uttar Pradesh',175,2,2013,39232.305,23.605,216,9.48958
14,'Uttar Pradesh',155,2,2013,43611.75,23.605,216,9.49123
14,'Uttar Pradesh',192,2,2013,42033.512,23.605,216,9.49618
15,'Uttar Pradesh',197,0,2012,76262.2,14.92,6.4,9.55978
15,'Uttar Pradesh',201,0,2012,76262.2,14.92,6.4,9.56019
15,Orissa,131,0,2014,23082.352,15.065,10.9,9.6
15,Orissa,128,0,2014,21936.048,15.065,10.9,9.8
15,'Uttar Pradesh',193,0,2014,134771,15.065,24.25,9.83348
15,'Uttar Pradesh',162,0,2014,134771,15.065,24.25,9.83401
15,'Uttar Pradesh',159,0,2014,134771,15.065,24.25,9.83405
15,Uttarakhand,209,0,2013,132762.174,15.305,71.78,9.85915
15,Orissa,124,0,2013,26088.037,15.305,3.3,9.86471
15,Uttarakhand,211,1,2013,132762.174,23.0075,228.3,9.9
15,Uttarakhand,210,0,2012,97196.441,14.92,23.58,9.90909
15,Uttarakhand,214,0,2012,97196.441,14.92,23.58,9.92414
15,Uttarakhand,210,0,2013,132762.174,15.305,71.78,10
15,Orissa,127,0,2014,21908.681,15.065,10.9,10.2672
15,'Uttar Pradesh',183,0,2014,134771,15.065,24.25,10.45
15,Orissa,124,0,2014,22022.078,15.065,10.9,10.46
15,Uttarakhand,214,1,2013,132762.174,23.0075,228.3,10.5029
15,Uttarakhand,211,1,2012,97196.441,22.51,257.98,10.6916
14,'Uttar Pradesh',190,2,2012,25623.403,23.675,143.28,10.8
14,'Uttar Pradesh',163,2,2012,59748.56,23.675,143.28,10.8125
14,'Uttar Pradesh',198,2,2012,31573.258,23.675,143.28,10.8125
14,'Uttar Pradesh',204,2,2012,28650.269,23.675,143.28,10.8158
14,'Uttar Pradesh',184,2,2012,25339.353,23.675,143.28,10.8182
14,'Uttar Pradesh',188,2,2012,25628.991,23.675,143.28,10.8182
14,'Uttar Pradesh',201,2,2012,28650.269,23.675,143.28,10.8286
14,'Uttar Pradesh',156,2,2012,38592.309,23.675,143.28,10.8293
14,'Uttar Pradesh',176,2,2012,33204.094,23.675,143.28,10.8293
14,'Uttar Pradesh',202,2,2012,28650.269,23.675,143.28,10.8304
14,'Uttar Pradesh',157,2,2012,38592.309,23.675,143.28,10.831
14,'Uttar Pradesh',196,2,2012,31496.212,23.675,143.28,10.8326
14,'Uttar Pradesh',166,2,2012,59706.526,23.675,143.28,10.8333
14,'Uttar Pradesh',167,2,2012,59171.69,23.675,143.28,10.8333
14,'Uttar Pradesh',174,2,2012,33673.762,23.675,143.28,10.8333
14,'Uttar Pradesh',180,2,2012,32037.137,23.675,143.28,10.8333
14,'Uttar Pradesh',195,2,2012,16826.566,23.675,143.28,10.8333
14,'Uttar Pradesh',199,2,2012,31727.35,23.675,143.28,10.8333
14,Rajasthan,199,2,2012,77081.462,23.675,76.1,10.8333
14,'Uttar Pradesh',182,2,2012,28251.308,23.675,143.28,10.8337
14,'Uttar Pradesh',169,2,2012,32082.058,23.675,143.28,10.8349
14,'Uttar Pradesh',194,2,2012,25630.244,23.675,143.28,10.8352
14,'Uttar Pradesh',170,2,2012,32235.647,23.675,143.28,10.8365
14,'Uttar Pradesh',197,2,2012,31496.212,23.675,143.28,10.8367
14,'Uttar Pradesh',186,2,2012,25628.991,23.675,143.28,10.8375
14,'Uttar Pradesh',200,2,2012,28650.269,23.675,143.28,10.84
14,'Uttar Pradesh',177,2,2012,33994.925,23.675,143.28,10.8462
14,'Himachal Pradesh',177,2,2012,77081.462,23.675,171.58,10.8462
15,Orissa,125,0,2013,26222.621,15.305,3.3,10.85
14,'Uttar Pradesh',165,2,2012,60077.073,23.675,143.28,10.8571
14,'Uttar Pradesh',197,2,2013,38887.542,23.605,216,10.8571
14,'Uttar Pradesh',198,2,2013,32337.484,23.605,216,10.8718
14,'Uttar Pradesh',156,2,2013,19506.903,23.605,216,10.875
14,'Uttar Pradesh',163,2,2013,47097.154,23.605,216,10.875
14,'Uttar Pradesh',177,2,2013,39872.343,23.605,216,10.875
14,'Uttar Pradesh',182,2,2013,39563.102,23.605,216,10.875
14,'Uttar Pradesh',195,2,2013,34376.27,23.605,216,10.875
14,'Uttar Pradesh',254,2,2013,39769.455,23.605,216,10.875
14,'Himachal Pradesh',177,2,2013,77081.462,23.605,187.05,10.875
14,'Uttar Pradesh',194,2,2013,34750.609,23.605,216,10.8767
14,'Uttar Pradesh',200,2,2013,28191.099,23.605,216,10.8767
14,'Uttar Pradesh',170,2,2013,41197.206,23.605,216,10.8774
14,'Uttar Pradesh',186,2,2013,53815.998,23.605,216,10.8774
14,'Uttar Pradesh',202,2,2013,45143.952,23.605,216,10.8785
14,'Uttar Pradesh',199,2,2013,32313.336,23.605,216,10.8792
14,Rajasthan,199,2,2013,77081.462,23.605,84.75,10.8792
14,'Uttar Pradesh',166,2,2013,24200.452,23.605,216,10.8806
14,'Uttar Pradesh',169,2,2013,24430.677,23.605,216,10.8815
14,'Uttar Pradesh',157,2,2013,23880.543,23.605,216,10.8816
14,'Uttar Pradesh',174,2,2013,69584.841,23.605,216,10.8816
14,'Uttar Pradesh',180,2,2013,40069.421,23.605,216,10.8833
14,'Uttar Pradesh',253,2,2013,38988.081,23.605,216,10.8854
14,'Uttar Pradesh',196,2,2013,35233.836,23.605,216,10.8868
14,'Uttar Pradesh',167,2,2013,24673.374,23.605,216,10.8889
14,'Uttar Pradesh',184,2,2013,53744.464,23.605,216,10.8889
14,'Uttar Pradesh',201,2,2013,33275.191,23.605,216,10.8889
14,'Uttar Pradesh',204,2,2013,49010.53,23.605,216,10.8947
14,'Uttar Pradesh',165,2,2013,46769.516,23.605,216,10.9
14,'Uttar Pradesh',188,2,2013,41752.472,23.605,216,10.9
15,'Uttar Pradesh',254,0,2014,134771,15.065,24.25,10.9242
15,'Uttar Pradesh',197,0,2014,134771,15.065,24.25,10.9249
15,'Uttar Pradesh',201,0,2014,134771,15.065,24.25,10.926
15,Orissa,120,0,2013,22102.947,15.305,3.3,10.9898
15,Uttarakhand,213,0,2013,132762.174,15.305,71.78,11.0094
15,Uttarakhand,213,1,2012,97196.441,22.51,257.98,11.0882
15,Uttarakhand,213,0,2012,97196.441,14.92,23.58,11.0967
14,'Telangana ',13,1,2012,20213.008,22.51,204.05,11.2381
14,'Telangana ',7,1,2012,20213.008,22.51,204.05,11.25
14,'Telangana ',9,1,2012,20213.008,22.51,204.05,11.2831
14,'Uttar Pradesh',185,2,2012,25531.732,23.675,143.28,11.3329
14,'Uttar Pradesh',158,2,2012,38529.075,23.675,143.28,11.3333
14,'Uttar Pradesh',171,2,2012,29988.714,23.675,143.28,11.3387
14,'Uttar Pradesh',187,2,2013,38877.702,23.605,216,11.3553
14,'Uttar Pradesh',189,2,2013,37536.885,23.605,216,11.3558
14,'Uttar Pradesh',203,2,2013,46625.846,23.605,216,11.3562
14,'Uttar Pradesh',181,2,2013,39997.887,23.605,216,11.3598
14,'Uttar Pradesh',206,2,2013,40876.867,23.605,216,11.36
14,'Uttar Pradesh',191,2,2013,37477.775,23.605,216,11.3835
14,'Uttar Pradesh',158,2,2013,19939.129,23.605,216,11.3922
14,'Uttar Pradesh',171,2,2013,40133.14,23.605,216,11.4
14,'Uttar Pradesh',206,2,2012,28650.269,23.675,143.28,11.4049
14,'Uttar Pradesh',189,2,2012,25623.403,23.675,143.28,11.4052
14,'Uttar Pradesh',187,2,2012,25628.991,23.675,143.28,11.4068
14,'Uttar Pradesh',181,2,2012,28423.06,23.675,143.28,11.4069
14,'Uttar Pradesh',203,2,2012,28650.269,23.675,143.28,11.4094
15,Uttarakhand,214,1,2012,97196.441,22.51,257.98,11.5672
14,'Uttar Pradesh',155,2,2012,38739.872,23.675,143.28,11.6769
14,'Uttar Pradesh',192,2,2012,25531.732,23.675,143.28,11.6804
14,'Uttar Pradesh',175,2,2012,33531.806,23.675,143.28,11.6836
14,'Uttar Pradesh',160,2,2013,28746.816,23.605,216,11.6942
14,'Uttar Pradesh',179,2,2013,39563.102,23.605,216,11.6947
14,'Uttar Pradesh',161,2,2013,28515.306,23.605,216,11.697
14,Chhattisgarh,161,2,2013,77081.462,23.605,289.98,11.697
15,Orissa,119,0,2012,16602.724,14.92,14.6,11.7167
15,Orissa,127,0,2012,22386.681,14.92,14.6,11.7232
14,'Uttar Pradesh',205,2,2014,87647.882,23.8,129.28,11.8402
15,Orissa,127,0,2013,25481.156,15.305,3.3,11.8571
15,Orissa,123,0,2012,21957.6,14.92,14.6,11.9588
14,'Uttar Pradesh',192,2,2014,116049.879,23.8,129.28,12
14,'Uttar Pradesh',191,2,2014,97054.338,23.8,129.28,12.121
14,'Uttar Pradesh',175,2,2014,75349.246,23.8,129.28,12.122
14,'Uttar Pradesh',155,2,2014,72797.428,23.8,129.28,12.125
21,Orissa,121,1,2012,55289.6,22.51,262.43,12.3448
14,'Uttar Pradesh',183,2,2013,39997.887,23.605,216,12.3602
15,Orissa,1,0,2014,27401.465,15.065,10.9,12.3804
15,Uttarakhand,215,0,2012,97196.441,14.92,23.58,12.4139
15,Uttarakhand,215,0,2013,132762.174,15.305,71.78,12.417
14,'Uttar Pradesh',172,2,2014,76390.291,23.8,129.28,12.4342
15,'Uttar Pradesh',157,0,2014,134771,15.065,24.25,12.549
15,'Jammu and Kashmir ',61,0,2014,31553.818,15.065,73.8,12.5795
14,'Uttar Pradesh',252,2,2014,87647.882,23.8,129.28,12.7143
14,'Uttar Pradesh',194,2,2014,115979.415,23.8,129.28,12.7632
14,'Uttar Pradesh',171,2,2014,77122.168,23.8,129.28,12.7879
14,'Uttar Pradesh',255,2,2014,93887.942,23.8,129.28,12.7898
14,'Uttar Pradesh',158,2,2014,80345.229,23.8,129.28,12.8
14,'Uttar Pradesh',176,2,2014,83498.437,23.8,129.28,12.8
14,'Uttar Pradesh',185,2,2013,53689.46,23.605,216,13.1647
14,'Uttar Pradesh',168,2,2013,24409.34,23.605,216,13.1852
14,'Uttar Pradesh',164,2,2014,80305.524,23.8,129.28,13.2239
15,'Uttar Pradesh',189,0,2014,134771,15.065,24.25,13.306
14,'Uttar Pradesh',254,2,2014,97591.041,23.8,129.28,13.3333
15,Orissa,121,0,2014,33389.102,15.065,10.9,13.3399
15,Orissa,121,0,2012,35150.875,14.92,14.6,13.399
14,'Uttar Pradesh',198,2,2014,87719.416,23.8,129.28,13.4
14,'Uttar Pradesh',173,2,2014,75256.578,23.8,129.28,13.4063
14,'Uttar Pradesh',200,2,2014,87719.416,23.8,129.28,13.4375
14,'Uttar Pradesh',195,2,2014,115979.415,23.8,129.28,13.4471
15,'Uttar Pradesh',180,0,2013,102689,15.305,17.38,13.448
15,'Uttar Pradesh',169,0,2013,102689,15.305,17.38,13.4482
14,'Uttar Pradesh',196,2,2014,115975.342,23.8,129.28,13.4483
14,'Uttar Pradesh',184,2,2014,79992.608,23.8,129.28,13.45
14,'Uttar Pradesh',189,2,2014,86793.076,23.8,129.28,13.45
14,'Uttar Pradesh',165,2,2014,84778.318,23.8,129.28,13.4516
14,'Uttar Pradesh',182,2,2014,80498.796,23.8,129.28,13.4524
14,'Uttar Pradesh',157,2,2014,80609.34,23.8,129.28,13.4528
14,'Uttar Pradesh',180,2,2014,86273.68,23.8,129.28,13.4545
14,'Uttar Pradesh',203,2,2014,90973.936,23.8,129.28,13.4545
14,'Uttar Pradesh',199,2,2014,104413.808,23.8,129.28,13.4553
14,Rajasthan,199,2,2014,88454.691,23.8,65.65,13.4553
14,'Uttar Pradesh',181,2,2014,75429.33,23.8,129.28,13.4554
14,'Uttar Pradesh',161,2,2014,80041.268,23.8,129.28,13.4556
14,Chhattisgarh,161,2,2014,77081.462,23.8,275.5,13.4556
14,'Uttar Pradesh',193,2,2014,116017.091,23.8,129.28,13.4558
14,'Uttar Pradesh',159,2,2014,80037.718,23.8,129.28,13.456
14,'Uttar Pradesh',160,2,2014,82237.144,23.8,129.28,13.456
14,'Uttar Pradesh',156,2,2014,80856.77,23.8,129.28,13.4561
14,'Uttar Pradesh',179,2,2014,79019.864,23.8,129.28,13.4567
14,'Uttar Pradesh',206,2,2014,100424.478,23.8,129.28,13.4571
14,'Uttar Pradesh',162,2,2014,80041.268,23.8,129.28,13.4575
14,'Uttar Pradesh',186,2,2014,78972.199,23.8,129.28,13.458
14,'Uttar Pradesh',166,2,2014,78573.389,23.8,129.28,13.4581
14,'Uttar Pradesh',253,2,2014,87622.637,23.8,129.28,13.4581
14,'Uttar Pradesh',169,2,2014,75041.156,23.8,129.28,13.4583
14,'Uttar Pradesh',170,2,2014,74948.488,23.8,129.28,13.4586
14,'Uttar Pradesh',202,2,2014,87647.882,23.8,129.28,13.4588
14,'Uttar Pradesh',167,2,2014,74627.518,23.8,129.28,13.4615
14,'Uttar Pradesh',204,2,2014,88161.137,23.8,129.28,13.4615
14,'Uttar Pradesh',187,2,2014,79574.14,23.8,129.28,13.4625
14,'Uttar Pradesh',197,2,2014,115812.134,23.8,129.28,13.4643
14,'Uttar Pradesh',177,2,2014,75349.246,23.8,129.28,13.4651
14,'Himachal Pradesh',177,2,2014,77081.462,23.8,121.65,13.4651
14,'Uttar Pradesh',174,2,2014,83885.463,23.8,129.28,13.4667
14,'Uttar Pradesh',201,2,2014,87812.084,23.8,129.28,13.4706
14,'Uttar Pradesh',163,2,2014,80041.268,23.8,129.28,13.5
14,'Uttar Pradesh',188,2,2014,86663.653,23.8,129.28,13.5
14,'Uttar Pradesh',185,2,2014,79888.933,23.8,129.28,13.6374
15,'Uttar Pradesh',186,0,2014,134771,15.065,24.25,13.8151
14,'Uttar Pradesh',191,2,2012,25440.061,23.675,143.28,13.8932
14,'Uttar Pradesh',207,2,2013,35991.018,23.605,216,13.973
15,Orissa,123,0,2014,35462.993,15.065,10.9,14.1301
15,Orissa,123,0,2013,25163.503,15.305,3.3,14.1349
14,'Uttar Pradesh',173,2,2012,30542.002,23.675,143.28,14.1673
14,'Andhra Pradesh',2,0,2013,81304,15.305,8.65,14.2228
14,'Uttar Pradesh',207,2,2014,87647.882,23.8,129.28,14.25
14,'Uttar Pradesh',173,2,2013,40789.184,23.605,216,14.3819
14,'Andhra Pradesh',2,1,2012,77536.4,22.51,207.4,14.4111
14,'Andhra Pradesh',10,1,2012,77536.4,22.51,207.4,14.4113
14,'Andhra Pradesh',218,1,2012,77536.4,22.51,207.4,14.4119
14,'Andhra Pradesh',3,1,2012,77536.4,22.51,207.4,14.4121
14,'Andhra Pradesh',11,1,2012,77536.4,22.51,207.4,14.4125
14,'Andhra Pradesh',5,1,2012,77536.4,22.51,207.4,14.4286
14,'Uttar Pradesh',183,2,2014,78605.586,23.8,129.28,14.525
15,Orissa,129,0,2012,21958.968,14.92,14.6,14.5399
14,'Andhra Pradesh',6,1,2012,77536.4,22.51,207.4,14.646
15,'Uttar Pradesh',157,0,2013,102689,15.305,17.38,14.701
15,'Uttar Pradesh',199,0,2012,76262.2,14.92,6.4,14.742
15,Rajasthan,199,0,2012,76262.2,14.92,0.28,14.742
14,'Uttar Pradesh',178,2,2013,59707.714,23.605,216,14.8729
15,Uttarakhand,210,1,2012,97196.441,22.51,257.98,14.9066
15,'Uttar Pradesh',183,0,2013,102689,15.305,17.38,14.935
15,'Andhra Pradesh',2,1,2013,22012.817,23.0075,207.25,15.075
15,'Andhra Pradesh',2,0,2013,24700.77,15.305,8.65,15.0757
15,Orissa,121,0,2013,26295.076,15.305,3.3,15.296
15,'Uttar Pradesh',199,0,2014,134771,15.065,24.25,15.3044
15,Rajasthan,199,0,2014,134771,15.065,1.93,15.3044
15,Orissa,119,0,2013,21586.841,15.305,3.3,15.45
15,'Uttar Pradesh',169,0,2012,76262.2,14.92,6.4,15.5386
15,'Uttar Pradesh',180,0,2012,76262.2,14.92,6.4,15.5389
15,'Uttar Pradesh',168,0,2014,134771,15.065,24.25,15.5435
15,'Uttar Pradesh',186,0,2012,76262.2,14.92,6.4,15.6719
15,Orissa,129,0,2013,22723.06,15.305,3.3,15.685
15,Orissa,119,0,2014,29190.24,15.065,10.9,16.19
14,'Uttar Pradesh',207,2,2012,28530.367,23.675,143.28,16.2752
14,'Uttar Pradesh',168,2,2014,75041.156,23.8,129.28,16.2927
14,'Uttar Pradesh',168,2,2012,58688.782,23.675,143.28,16.2963
15,'Uttar Pradesh',187,0,2014,134771,15.065,24.25,16.326
15,'Uttar Pradesh',189,0,2013,102689,15.305,17.38,16.3529
14,'Uttar Pradesh',178,2,2012,33326.708,23.675,143.28,16.37
15,Orissa,129,0,2014,21967.344,15.065,10.9,16.4471
15,'Uttar Pradesh',172,0,2014,134771,15.065,24.25,16.6161
15,'Uttar Pradesh',205,0,2014,134771,15.065,24.25,16.6161
15,'Uttar Pradesh',172,0,2013,102689,15.305,17.38,16.9618
15,'Uttar Pradesh',205,0,2013,102689,15.305,17.38,16.9618
15,Rajasthan,199,0,2013,102689,15.305,8.65,17.1169
15,'Uttar Pradesh',199,0,2013,102689,15.305,17.38,17.1169
15,'Uttar Pradesh',181,0,2013,102689,15.305,17.38,17.31
15,'Uttar Pradesh',189,0,2012,76262.2,14.92,6.4,17.3611
14,'Uttar Pradesh',183,2,2012,28499.117,23.675,143.28,17.389
15,'Andhra Pradesh',6,0,2013,24512.496,15.305,8.65,17.6
15,'Uttar Pradesh',164,0,2014,134771,15.065,24.25,17.634
15,'Uttar Pradesh',164,0,2013,102689,15.305,17.38,17.66
15,'Uttar Pradesh',157,0,2012,76262.2,14.92,6.4,17.741
15,'Uttar Pradesh',168,0,2013,102689,15.305,17.38,17.784
15,'Uttar Pradesh',207,0,2013,102689,15.305,17.38,17.7851
15,'Uttar Pradesh',253,0,2014,134771,15.065,24.25,17.786
15,Uttarakhand,212,0,2013,132762.174,15.305,71.78,17.8554
15,'Uttar Pradesh',181,0,2012,76262.2,14.92,6.4,17.9
15,'Uttar Pradesh',207,0,2012,76262.2,14.92,6.4,17.9883
15,'Uttar Pradesh',168,0,2012,76262.2,14.92,6.4,17.9886
15,'Jammu and Kashmir ',55,0,2014,31705.788,15.065,73.8,18.0556
15,'Uttar Pradesh',206,0,2014,134771,15.065,24.25,18.116
15,'Uttar Pradesh',181,0,2014,134771,15.065,24.25,18.223
14,'Andhra Pradesh',3,0,2014,30825.2,15.065,4.28,18.5
14,'Andhra Pradesh',5,0,2014,31382.833,15.065,4.28,18.5
14,'Andhra Pradesh',6,0,2013,81304,15.305,8.65,18.512
14,'Andhra Pradesh',11,0,2014,26676.89,15.065,4.28,18.5153
14,'Andhra Pradesh',10,0,2014,26228.127,15.065,4.28,18.5224
14,'Andhra Pradesh',218,0,2014,26556.418,15.065,4.28,18.5263
15,'Jammu and Kashmir ',58,0,2014,16767.155,15.065,73.8,18.5284
15,'Uttar Pradesh',178,0,2012,76262.2,14.92,6.4,18.582
15,'Uttar Pradesh',169,0,2014,134771,15.065,24.25,18.6864
15,'Uttar Pradesh',180,0,2014,134771,15.065,24.25,18.6865
15,'Uttar Pradesh',178,0,2014,134771,15.065,24.25,18.7051
14,'Andhra Pradesh',11,1,2014,24638.432,22.7575,167.43,18.8125
14,'Andhra Pradesh',2,1,2014,20668.266,22.7575,167.43,18.8294
14,'Andhra Pradesh',3,1,2014,20547.62,22.7575,167.43,18.8303
14,'Andhra Pradesh',10,1,2014,20602.355,22.7575,167.43,18.8312
14,'Andhra Pradesh',218,1,2014,26662.38,22.7575,167.43,18.8317
15,'Uttar Pradesh',204,0,2012,76262.2,14.92,6.4,18.8728
15,'Uttar Pradesh',195,0,2012,76262.2,14.92,6.4,18.8732
14,'Andhra Pradesh',5,1,2013,81304,23.0075,207.25,19
15,'Uttar Pradesh',203,0,2014,134771,15.065,24.25,19.0019
14,'Andhra Pradesh',218,1,2013,81304,23.0075,207.25,19.0913
14,'Andhra Pradesh',3,1,2013,81304,23.0075,207.25,19.0914
14,'Andhra Pradesh',10,1,2013,81304,23.0075,207.25,19.0914
14,'Andhra Pradesh',2,1,2013,81304,23.0075,207.25,19.0915
14,'Andhra Pradesh',11,1,2013,81304,23.0075,207.25,19.1111
15,'Uttar Pradesh',164,0,2012,76262.2,14.92,6.4,19.145
15,'Uttar Pradesh',206,0,2012,76262.2,14.92,6.4,19.206
15,'Uttar Pradesh',196,0,2014,134771,15.065,24.25,19.2148
15,'Uttar Pradesh',167,0,2014,134771,15.065,24.25,19.2149
15,'Uttar Pradesh',200,0,2014,134771,15.065,24.25,19.2154
15,'Uttar Pradesh',171,0,2012,76262.2,14.92,6.4,19.497
14,'Andhra Pradesh',6,1,2013,81304,23.0075,207.25,19.522
15,'Uttar Pradesh',186,0,2013,102689,15.305,17.38,19.5919
15,'Uttar Pradesh',183,0,2012,76262.2,14.92,6.4,19.806
14,Gujarat,43,0,2012,103962,14.92,0.03,20
14,'Uttar Pradesh',198,0,2014,85421.725,15.065,24.25,20
15,'Uttar Pradesh',194,0,2014,134771,15.065,24.25,20.0241
14,'Andhra Pradesh',6,1,2014,20494.954,22.7575,167.43,20.047
15,'Uttar Pradesh',185,0,2012,76262.2,14.92,6.4,20.098
15,'Uttar Pradesh',174,0,2014,134771,15.065,24.25,20.131
15,'Uttar Pradesh',198,0,2013,102689,15.305,17.38,20.1574
14,'Uttar Pradesh',176,0,2014,86715.312,15.065,24.25,20.3
15,'Uttar Pradesh',206,0,2013,102689,15.305,17.38,20.314
14,'Uttar Pradesh',161,0,2014,55081.329,15.065,24.25,20.3333
14,'Uttar Pradesh',167,0,2014,86715.312,15.065,24.25,20.3333
14,'Uttar Pradesh',175,0,2014,86715.312,15.065,24.25,20.3333
14,'Uttar Pradesh',180,0,2014,86715.312,15.065,24.25,20.3333
14,'Uttar Pradesh',192,0,2014,85421.725,15.065,24.25,20.3333
14,'Uttar Pradesh',196,0,2014,54114.533,15.065,24.25,20.3333
14,'Uttar Pradesh',201,0,2014,85125.717,15.065,24.25,20.3333
14,Chhattisgarh,161,0,2014,77081.462,15.065,13.45,20.3333
14,'Uttar Pradesh',200,0,2014,85224.353,15.065,24.25,20.3364
14,'Uttar Pradesh',163,0,2014,86715.312,15.065,24.25,20.3366
14,'Uttar Pradesh',170,0,2014,86715.312,15.065,24.25,20.3366
14,'Uttar Pradesh',206,0,2014,53918.211,15.065,24.25,20.3367
14,'Uttar Pradesh',182,0,2014,86715.312,15.065,24.25,20.3368
14,'Uttar Pradesh',207,0,2014,85545.173,15.065,24.25,20.3368
14,'Uttar Pradesh',179,0,2014,55195.961,15.065,24.25,20.337
14,'Uttar Pradesh',185,0,2014,86715.312,15.065,24.25,20.3371
14,'Uttar Pradesh',188,0,2014,86715.312,15.065,24.25,20.3372
14,'Uttar Pradesh',205,0,2014,85224.353,15.065,24.25,20.3372
14,'Uttar Pradesh',165,0,2014,86715.312,15.065,24.25,20.3373
14,'Uttar Pradesh',168,0,2014,44597.207,15.065,24.25,20.3373
14,'Uttar Pradesh',255,0,2014,75505.826,15.065,24.25,20.3373
14,'Uttar Pradesh',173,0,2014,86715.312,15.065,24.25,20.3374
14,'Uttar Pradesh',174,0,2014,86715.312,15.065,24.25,20.3377
14,'Uttar Pradesh',177,0,2014,86715.312,15.065,24.25,20.3378
14,'Uttar Pradesh',194,0,2014,85164.315,15.065,24.25,20.3378
14,'Uttar Pradesh',253,0,2014,77535.305,15.065,24.25,20.3378
14,'Himachal Pradesh',177,0,2014,77081.462,15.065,92.25,20.3378
14,'Uttar Pradesh',191,0,2014,85164.315,15.065,24.25,20.3381
14,'Uttar Pradesh',204,0,2014,85224.353,15.065,24.25,20.3381
14,'Uttar Pradesh',164,0,2014,86715.312,15.065,24.25,20.3382
14,'Uttar Pradesh',178,0,2014,86715.312,15.065,24.25,20.3385
14,'Uttar Pradesh',195,0,2014,85421.725,15.065,24.25,20.3385
14,'Uttar Pradesh',183,0,2014,86715.312,15.065,24.25,20.3388
14,'Uttar Pradesh',186,0,2014,86715.312,15.065,24.25,20.3388
14,'Uttar Pradesh',162,0,2014,44669.637,15.065,24.25,20.3389
14,'Uttar Pradesh',157,0,2014,55081.329,15.065,24.25,20.339
14,'Uttar Pradesh',189,0,2014,86715.312,15.065,24.25,20.339
14,'Uttar Pradesh',202,0,2014,85125.717,15.065,24.25,20.3392
14,'Uttar Pradesh',199,0,2014,85323.089,15.065,24.25,20.3393
14,Rajasthan,199,0,2014,86871.361,15.065,1.93,20.3393
14,'Uttar Pradesh',193,0,2014,85164.315,15.065,24.25,20.3395
14,'Uttar Pradesh',158,0,2014,79095.415,15.065,24.25,20.34
14,'Uttar Pradesh',184,0,2014,86715.312,15.065,24.25,20.34
14,'Uttar Pradesh',254,0,2014,89468.876,15.065,24.25,20.34
14,'Uttar Pradesh',181,0,2014,86715.312,15.065,24.25,20.3404
14,'Uttar Pradesh',172,0,2014,79254.189,15.065,24.25,20.3405
14,'Uttar Pradesh',203,0,2014,85224.353,15.065,24.25,20.3407
14,'Uttar Pradesh',160,0,2014,86715.312,15.065,24.25,20.3411
14,'Uttar Pradesh',166,0,2014,86715.312,15.065,24.25,20.3415
14,'Uttar Pradesh',159,0,2014,79095.415,15.065,24.25,20.3418
14,'Uttar Pradesh',169,0,2014,86715.312,15.065,24.25,20.3448
14,'Uttar Pradesh',171,0,2014,86715.312,15.065,24.25,20.3529
14,'Uttar Pradesh',197,0,2014,54059.169,15.065,24.25,20.3529
14,'Uttar Pradesh',156,0,2014,86715.312,15.065,24.25,20.3548
