@relation 'fin_table-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6'

@attribute crop numeric
@attribute state {Orissa,'Andhra Pradesh',Rajasthan,Chhattisgarh,Gujarat,Haryana,'Madhya Pradesh','Tamil Nadu','Uttar Pradesh','Himachal Pradesh',Uttarakhand,Punjab,'Telangana ','Arunachal Pradesh','Jammu and Kashmir ',Kerala,Meghalaya}
@attribute district numeric
@attribute season numeric
@attribute year numeric
@attribute total_cost numeric
@attribute temp numeric
@attribute rainfall numeric
@attribute yield_ton_hect numeric

@data
3,'Uttar Pradesh',172,2,2014,32777.382,23.8,129.28,0.413194
6,Chhattisgarh,30,1,2012,25642.718,22.51,284.48,0.413793
3,Gujarat,220,2,2012,32101.213,23.675,176.68,0.413793
8,'Uttar Pradesh',205,1,2014,35166.28,22.7575,136,0.413856
16,'Madhya Pradesh',65,0,2013,32182.5,15.305,10.93,0.413954
3,'Madhya Pradesh',88,1,2013,28659.043,23.0075,271.33,0.413965
6,'Madhya Pradesh',98,1,2014,41855.783,22.7575,187,0.414384
18,'Madhya Pradesh',109,1,2014,33433.4,22.7575,187,0.414647
5,'Uttar Pradesh',190,1,2012,32904.882,22.51,138.83,0.415058
18,'Tamil Nadu',134,1,2013,37951.464,23.0075,98.7,0.415094
3,'Uttar Pradesh',194,1,2012,31735.228,22.51,138.83,0.415094
4,Orissa,119,2,2013,15777,23.605,278.9,0.415306
4,'Telangana ',21,0,2012,20397.673,14.92,1.73,0.415842
2,'Uttar Pradesh',205,1,2014,28770.5,22.7575,136,0.415937
4,'Telangana ',7,0,2012,33036.061,14.92,1.73,0.415955
4,'Telangana ',13,0,2012,20282.5,14.92,1.73,0.416292
12,Chhattisgarh,26,1,2012,25728.496,22.51,284.48,0.416327
4,'Madhya Pradesh',75,1,2013,20336.1,23.0075,271.33,0.416337
12,'Andhra Pradesh',14,1,2014,29638.9,22.7575,167.43,0.416667
18,'Madhya Pradesh',92,1,2012,27012.4,22.51,244.2,0.416667
4,'Uttar Pradesh',180,1,2014,22742,22.7575,136,0.416667
3,Chhattisgarh,22,1,2012,15509.96,22.51,284.48,0.416667
6,Chhattisgarh,26,1,2012,25642.718,22.51,284.48,0.416667
3,'Uttar Pradesh',183,1,2012,31275.121,22.51,138.83,0.416667
4,'Telangana ',4,0,2012,33041.892,14.92,1.73,0.417582
4,Orissa,127,0,2012,13917.7,14.92,14.6,0.417857
10,'Uttar Pradesh',170,0,2014,32529.7,15.065,24.25,0.41791
12,Orissa,130,0,2014,24694.3,15.065,10.9,0.417917
18,'Andhra Pradesh',6,1,2014,36458.6,22.7575,167.43,0.418001
4,'Tamil Nadu',151,1,2013,29285.1,23.0075,98.7,0.418076
18,'Andhra Pradesh',6,0,2014,36458.6,15.065,4.28,0.418079
3,'Telangana ',7,1,2012,31713.296,22.51,204.05,0.418995
3,'Telangana ',12,1,2012,31635.293,22.51,204.05,0.420012
3,'Uttar Pradesh',178,1,2012,31275.121,22.51,138.83,0.420455
12,Haryana,222,1,2013,25891.336,23.0075,78.03,0.420485
3,'Uttar Pradesh',173,1,2012,31352.167,22.51,138.83,0.420561
3,'Uttar Pradesh',158,1,2012,25627.398,22.51,138.83,0.420635
4,'Uttar Pradesh',190,1,2012,16340.7,22.51,138.83,0.420997
12,Haryana,227,1,2013,26097.303,23.0075,78.03,0.421053
6,'Madhya Pradesh',76,1,2012,31636.112,22.51,244.2,0.421053
3,'Madhya Pradesh',109,1,2013,28833.4,23.0075,271.33,0.421053
3,'Uttar Pradesh',203,1,2012,28564.557,22.51,138.83,0.421053
3,'Uttar Pradesh',204,1,2012,28533.917,22.51,138.83,0.421053
18,'Madhya Pradesh',94,1,2012,27012.4,22.51,244.2,0.421298
3,'Madhya Pradesh',110,1,2013,28893.382,23.0075,271.33,0.421687
3,'Uttar Pradesh',181,1,2012,31275.121,22.51,138.83,0.422018
16,'Uttar Pradesh',190,0,2012,31253,14.92,6.4,0.422036
16,'Madhya Pradesh',103,0,2012,32520.6,14.92,1.55,0.422101
3,'Madhya Pradesh',110,1,2014,36213.217,22.7575,187,0.422213
3,'Uttar Pradesh',164,1,2012,25743.834,22.51,138.83,0.42233
3,'Madhya Pradesh',90,0,2014,21356.606,15.065,20.1,0.422633
3,'Uttar Pradesh',155,1,2012,25627.834,22.51,138.83,0.422764
16,Chhattisgarh,25,0,2012,16767.155,14.92,11.88,0.422963
12,Orissa,126,0,2014,24694.3,15.065,10.9,0.422979
3,Gujarat,45,1,2012,22485.696,22.51,169.85,0.423077
17,'Madhya Pradesh',99,1,2013,16963.942,23.0075,271.33,0.423077
3,'Uttar Pradesh',189,1,2012,31472.069,22.51,138.83,0.423077
3,'Uttar Pradesh',199,1,2012,31504.09,22.51,138.83,0.423387
3,Rajasthan,199,1,2012,77081.462,22.51,75.25,0.423387
3,'Uttar Pradesh',174,1,2012,31472.069,22.51,138.83,0.423516
4,'Madhya Pradesh',75,1,2014,25638.8,22.7575,187,0.4238
16,'Uttar Pradesh',204,0,2012,31253,14.92,6.4,0.423849
3,'Uttar Pradesh',206,1,2012,28850.767,22.51,138.83,0.423953
4,'Uttar Pradesh',177,1,2013,16976,23.0075,162.93,0.424008
4,'Himachal Pradesh',177,1,2013,16976,23.0075,134.1,0.424008
3,'Uttar Pradesh',196,1,2012,31469.506,22.51,138.83,0.424107
3,'Uttar Pradesh',175,1,2012,31352.167,22.51,138.83,0.424242
10,'Uttar Pradesh',166,0,2014,32529.7,15.065,24.25,0.424552
3,Haryana,223,1,2013,21074.966,23.0075,78.03,0.425
3,'Uttar Pradesh',185,1,2012,31275.121,22.51,138.83,0.425532
3,'Uttar Pradesh',195,1,2012,31735.228,22.51,138.83,0.425532
3,'Uttar Pradesh',207,1,2012,28850.767,22.51,138.83,0.425926
3,'Uttar Pradesh',191,1,2012,31506.653,22.51,138.83,0.426087
4,'Madhya Pradesh',82,1,2012,20158,22.51,244.2,0.426099
4,'Uttar Pradesh',163,1,2014,22742,22.7575,136,0.426099
3,'Uttar Pradesh',176,1,2012,31275.121,22.51,138.83,0.42623
10,'Uttar Pradesh',161,0,2014,32529.7,15.065,24.25,0.426501
10,Chhattisgarh,161,0,2014,32529.7,15.065,13.45,0.426501
12,Chhattisgarh,25,1,2012,25728.496,22.51,284.48,0.426584
3,Orissa,133,0,2014,22660.2,15.065,10.9,0.427027
3,'Uttar Pradesh',171,1,2012,18455.313,22.51,138.83,0.427273
10,'Uttar Pradesh',179,0,2014,32529.7,15.065,24.25,0.427419
4,Orissa,123,0,2014,21957.6,15.065,10.9,0.428011
12,Gujarat,38,2,2012,21722.1,23.675,176.68,0.428571
3,Gujarat,43,1,2012,22485.696,22.51,169.85,0.428571
3,Gujarat,44,1,2012,22419.185,22.51,169.85,0.428571
12,Haryana,232,1,2013,33599.254,23.0075,78.03,0.428571
3,'Madhya Pradesh',77,0,2013,35970.144,15.305,10.93,0.428571
6,'Madhya Pradesh',99,1,2014,36969.696,22.7575,187,0.428571
3,'Uttar Pradesh',180,1,2012,31275.121,22.51,138.83,0.428571
3,'Tamil Nadu',147,1,2013,25275.4,23.0075,98.7,0.429696
18,'Madhya Pradesh',104,1,2013,31704.2,23.0075,271.33,0.430009
16,'Madhya Pradesh',100,0,2012,32520.6,14.92,1.55,0.430115
18,Chhattisgarh,28,1,2012,16728.225,22.51,284.48,0.430496
3,'Madhya Pradesh',87,0,2014,30940.662,15.065,20.1,0.430568
10,'Uttar Pradesh',202,0,2014,32529.7,15.065,24.25,0.431579
3,'Madhya Pradesh',77,0,2014,37516.519,15.065,20.1,0.431655
3,'Madhya Pradesh',74,1,2013,31748.387,23.0075,271.33,0.431818
3,'Uttar Pradesh',186,1,2012,31472.069,22.51,138.83,0.431818
4,'Uttar Pradesh',182,1,2014,22742,22.7575,136,0.431988
16,Orissa,130,0,2013,22986.618,15.305,3.3,0.432
4,Orissa,121,2,2013,15777,23.605,278.9,0.432017
12,Orissa,130,0,2013,15886.1,15.305,3.3,0.432094
10,'Uttar Pradesh',160,0,2014,32529.7,15.065,24.25,0.432099
18,Uttarakhand,210,1,2012,97196.441,22.51,257.98,0.432692
19,Chhattisgarh,25,1,2012,16671.593,22.51,284.48,0.433071
3,Orissa,124,2,2014,30113.87,23.8,313.95,0.433333
4,'Madhya Pradesh',68,1,2013,20336.1,23.0075,271.33,0.433691
3,'Madhya Pradesh',82,0,2014,29745.62,15.065,20.1,0.434142
3,'Uttar Pradesh',157,1,2012,25634.188,22.51,138.83,0.434783
10,'Uttar Pradesh',174,0,2014,32529.7,15.065,24.25,0.43486
3,'Madhya Pradesh',87,1,2013,32015.856,23.0075,271.33,0.434866
16,'Madhya Pradesh',98,0,2012,32520.6,14.92,1.55,0.435015
18,'Madhya Pradesh',67,1,2013,31704.2,23.0075,271.33,0.435136
3,'Andhra Pradesh',218,1,2013,26707.6,23.0075,207.25,0.435906
3,'Uttar Pradesh',156,2,2014,44155.647,23.8,129.28,0.437003
4,Orissa,127,2,2014,21957.6,23.8,313.95,0.437037
16,Chhattisgarh,30,0,2012,16819.689,14.92,11.88,0.437288
10,'Uttar Pradesh',165,0,2014,32529.7,15.065,24.25,0.4375
19,Chhattisgarh,28,1,2012,16610.779,22.51,284.48,0.4375
3,Gujarat,42,1,2012,22685.335,22.51,169.85,0.4375
3,Gujarat,220,1,2012,22485.696,22.51,169.85,0.4375
3,'Uttar Pradesh',205,1,2012,28761.505,22.51,138.83,0.4375
4,Punjab,241,1,2013,113134.477,23.0075,93.9,0.4375
4,'Madhya Pradesh',106,1,2014,25638.8,22.7575,187,0.438498
12,Gujarat,39,2,2012,21722.1,23.675,176.68,0.438596
3,Gujarat,38,2,2012,24674.974,23.675,176.68,0.439024
16,Meghalaya,226,0,2012,113134.477,14.92,13.3,0.439189
3,Haryana,227,1,2012,47019.679,22.51,89.45,0.43956
9,'Tamil Nadu',146,1,2013,38174.9,23.0075,98.7,0.439863
4,'Andhra Pradesh',10,0,2012,31845.6,14.92,10.08,0.44
12,Orissa,123,1,2014,24694.3,22.7575,318.85,0.44
4,Orissa,121,2,2014,21957.6,23.8,313.95,0.44
3,'Madhya Pradesh',77,1,2013,26818.042,23.0075,271.33,0.440239
3,'Madhya Pradesh',88,1,2014,36126.31,22.7575,187,0.440639
16,Orissa,119,0,2014,21876.369,15.065,10.9,0.441055
16,'Uttar Pradesh',190,0,2013,39658.1,15.305,17.38,0.441076
18,'Madhya Pradesh',99,1,2012,27012.4,22.51,244.2,0.441129
18,'Madhya Pradesh',99,1,2014,33433.4,22.7575,187,0.441496
4,'Uttar Pradesh',176,1,2014,22742,22.7575,136,0.44186
16,'Madhya Pradesh',76,0,2014,34489.1,15.065,20.1,0.442052
4,'Uttar Pradesh',166,1,2014,22742,22.7575,136,0.442478
17,'Madhya Pradesh',65,1,2014,17978.2,22.7575,187,0.443392
4,'Uttar Pradesh',182,1,2012,16340.7,22.51,138.83,0.443942
12,Gujarat,32,1,2012,21722.1,22.51,169.85,0.444444
12,Gujarat,220,2,2012,21722.1,23.675,176.68,0.444444
4,'Uttar Pradesh',169,1,2014,22742,22.7575,136,0.444444
18,'Telangana ',7,0,2012,26134.345,14.92,1.73,0.444444
10,'Tamil Nadu',139,0,2013,28499.86,15.305,29.5,0.444444
3,'Uttar Pradesh',200,1,2012,31504.09,22.51,138.83,0.444444
6,'Uttar Pradesh',200,1,2013,28966.2,23.0075,162.93,0.44502
4,'Uttar Pradesh',175,1,2014,22742,22.7575,136,0.445205
3,'Andhra Pradesh',14,1,2013,26707.6,23.0075,207.25,0.445344
4,'Uttar Pradesh',197,1,2014,22742,22.7575,136,0.445428
4,'Uttar Pradesh',194,1,2014,22742,22.7575,136,0.445826
4,'Uttar Pradesh',179,1,2014,22742,22.7575,136,0.445968
4,'Uttar Pradesh',160,1,2014,22742,22.7575,136,0.446055
4,'Uttar Pradesh',170,1,2014,22742,22.7575,136,0.446108
4,'Uttar Pradesh',254,1,2014,22742,22.7575,136,0.446224
4,'Uttar Pradesh',252,1,2014,22742,22.7575,136,0.446347
4,'Uttar Pradesh',161,1,2014,22742,22.7575,136,0.446358
4,Chhattisgarh,161,1,2014,22742,22.7575,268.75,0.446358
4,'Uttar Pradesh',201,1,2014,22742,22.7575,136,0.446387
3,'Andhra Pradesh',3,1,2013,26707.6,23.0075,207.25,0.446494
4,'Uttar Pradesh',155,1,2014,22742,22.7575,136,0.446512
4,'Uttar Pradesh',192,1,2014,22742,22.7575,136,0.446667
18,'Madhya Pradesh',80,1,2012,27012.4,22.51,244.2,0.446681
3,'Andhra Pradesh',11,1,2013,26707.6,23.0075,207.25,0.446771
4,'Uttar Pradesh',156,1,2014,22742,22.7575,136,0.446903
12,'Andhra Pradesh',5,1,2014,29638.9,22.7575,167.43,0.447005
4,'Uttar Pradesh',191,1,2014,22742,22.7575,136,0.447257
8,Haryana,230,1,2012,27717.483,22.51,89.45,0.447361
3,'Andhra Pradesh',3,0,2013,26707.6,15.305,8.65,0.448001
4,'Uttar Pradesh',159,1,2014,22742,22.7575,136,0.448052
12,Orissa,1,2,2014,24694.3,23.8,313.95,0.448971
16,'Uttar Pradesh',164,0,2014,41477.3,15.065,24.25,0.44902
4,'Uttar Pradesh',164,2,2014,22742,23.8,129.28,0.449838
4,'Uttar Pradesh',163,1,2013,16976,23.0075,162.93,0.44989
4,'Tamil Nadu',145,1,2013,29285.1,23.0075,98.7,0.449921
4,'Madhya Pradesh',87,0,2014,25638.8,15.065,20.1,0.449955
4,'Uttar Pradesh',207,1,2014,22742,22.7575,136,0.44998
12,'Andhra Pradesh',2,1,2014,29638.9,22.7575,167.43,0.45
4,'Uttar Pradesh',183,1,2014,22742,22.7575,136,0.45
2,Orissa,131,1,2012,33840.946,22.51,262.43,0.45
9,Orissa,123,1,2012,34765.838,22.51,262.43,0.45
8,'Telangana ',8,0,2012,25468.836,14.92,1.73,0.450026
3,Orissa,127,2,2013,16405.6,23.605,278.9,0.450057
9,Orissa,125,1,2012,33867.226,22.51,262.43,0.450128
12,'Andhra Pradesh',3,1,2014,29638.9,22.7575,167.43,0.450237
4,'Uttar Pradesh',178,1,2014,22742,22.7575,136,0.45034
4,'Tamil Nadu',153,1,2013,29285.1,23.0075,98.7,0.450476
3,Orissa,131,2,2014,30698.271,23.8,313.95,0.451047
10,'Madhya Pradesh',94,0,2014,33952.4,15.065,20.1,0.451118
3,Orissa,130,1,2014,34561.664,22.7575,318.85,0.451923
10,'Madhya Pradesh',100,0,2014,33952.4,15.065,20.1,0.452656
4,'Uttar Pradesh',168,1,2014,22742,22.7575,136,0.45283
12,Orissa,127,2,2012,12859.9,23.675,288.33,0.452885
3,'Uttar Pradesh',199,2,2012,7481.217,23.675,143.28,0.452998
3,Rajasthan,199,2,2012,77081.462,23.675,76.1,0.452998
2,'Madhya Pradesh',109,1,2012,28675.5,22.51,244.2,0.453949
4,'Madhya Pradesh',103,1,2013,20336.1,23.0075,271.33,0.454157
16,Chhattisgarh,26,0,2012,16767.155,14.92,11.88,0.454244
12,'Andhra Pradesh',6,1,2014,29638.9,22.7575,167.43,0.454545
3,Gujarat,39,1,2012,22419.185,22.51,169.85,0.454545
3,'Uttar Pradesh',179,1,2012,31086.445,22.51,138.83,0.454545
12,'Andhra Pradesh',218,1,2012,19375.6,22.51,207.4,0.454976
4,Orissa,123,0,2013,15777,15.305,3.3,0.454994
4,'Madhya Pradesh',99,1,2013,20336.1,23.0075,271.33,0.455421
4,'Madhya Pradesh',98,1,2014,25638.8,22.7575,187,0.455449
4,Orissa,133,0,2014,21957.6,15.065,10.9,0.456164
12,Chhattisgarh,23,1,2012,25728.496,22.51,284.48,0.456311
16,'Madhya Pradesh',109,0,2012,32520.6,14.92,1.55,0.456369
3,'Madhya Pradesh',83,1,2014,25410.625,22.7575,187,0.456464
18,'Madhya Pradesh',89,1,2012,27012.4,22.51,244.2,0.456629
10,'Uttar Pradesh',188,0,2014,32529.7,15.065,24.25,0.456992
3,'Madhya Pradesh',85,0,2014,31759.036,15.065,20.1,0.457895
18,'Telangana ',7,1,2012,22072.363,22.51,204.05,0.458042
16,'Madhya Pradesh',98,0,2013,32182.5,15.305,10.93,0.458068
12,Gujarat,45,2,2012,21722.1,23.675,176.68,0.458333
3,'Tamil Nadu',152,1,2013,25275.4,23.0075,98.7,0.459513
3,'Uttar Pradesh',190,1,2013,35930.852,23.0075,162.93,0.459963
19,Chhattisgarh,31,1,2012,16540.931,22.51,284.48,0.46
16,'Madhya Pradesh',109,0,2013,32182.5,15.305,10.93,0.460023
12,Gujarat,41,1,2012,21722.1,22.51,169.85,0.460227
3,'Uttar Pradesh',166,1,2012,17007.825,22.51,138.83,0.461538
3,Orissa,123,2,2014,23247.661,23.8,313.95,0.461987
10,'Tamil Nadu',136,0,2013,28439.484,15.305,29.5,0.462025
10,'Tamil Nadu',142,0,2013,28553.029,15.305,29.5,0.462963
10,'Tamil Nadu',145,0,2013,28396.563,15.305,29.5,0.463415
4,Orissa,122,0,2013,15777,15.305,3.3,0.463636
3,Orissa,126,0,2014,21957.6,15.065,10.9,0.464444
4,'Uttar Pradesh',205,2,2014,22742,23.8,129.28,0.464906
16,'Madhya Pradesh',77,0,2014,34489.1,15.065,20.1,0.464927
3,Orissa,126,0,2013,16405.6,15.305,3.3,0.465
9,Orissa,1,0,2012,16601.711,14.92,14.6,0.465994
18,'Madhya Pradesh',98,1,2014,33433.4,22.7575,187,0.466063
8,'Madhya Pradesh',107,1,2014,28541.2,22.7575,187,0.467189
10,'Madhya Pradesh',81,0,2012,31604.7,14.92,1.55,0.467755
18,'Telangana ',21,0,2012,25759.769,14.92,1.73,0.468293
8,Haryana,233,1,2012,37739.599,22.51,89.45,0.468311
6,'Andhra Pradesh',6,0,2012,23170.99,14.92,10.08,0.468498
16,'Madhya Pradesh',106,0,2014,34489.1,15.065,20.1,0.468723
3,Gujarat,33,1,2012,22419.185,22.51,169.85,0.46875
9,Orissa,125,0,2013,22165.576,15.305,3.3,0.46897
18,'Telangana ',21,1,2012,22905.279,22.51,204.05,0.469033
6,'Andhra Pradesh',6,1,2012,21185.45,22.51,207.4,0.469076
16,Uttarakhand,210,0,2013,132762.174,15.305,71.78,0.469194
9,Orissa,238,0,2012,16698.289,14.92,14.6,0.47
18,'Madhya Pradesh',101,1,2013,31704.2,23.0075,271.33,0.470153
10,'Madhya Pradesh',81,0,2013,28134.6,15.305,10.93,0.470318
10,'Madhya Pradesh',109,0,2012,31604.7,14.92,1.55,0.470954
3,'Andhra Pradesh',10,0,2012,20890.8,14.92,10.08,0.471616
16,'Madhya Pradesh',98,0,2014,34489.1,15.065,20.1,0.471725
18,'Madhya Pradesh',65,1,2013,31704.2,23.0075,271.33,0.471927
16,'Madhya Pradesh',107,0,2013,32182.5,15.305,10.93,0.471939
16,'Uttar Pradesh',205,0,2014,41477.3,15.065,24.25,0.472471
16,'Uttar Pradesh',172,0,2014,41477.3,15.065,24.25,0.472494
5,Orissa,127,0,2012,50958.9,14.92,14.6,0.472892
3,Haryana,49,1,2012,43003.948,22.51,89.45,0.473784
10,'Uttar Pradesh',189,0,2014,32529.7,15.065,24.25,0.474403
10,'Uttar Pradesh',206,0,2014,32529.7,15.065,24.25,0.474498
10,'Uttar Pradesh',181,0,2014,32529.7,15.065,24.25,0.474747
16,Uttarakhand,210,0,2012,97196.441,14.92,23.58,0.474783
4,'Madhya Pradesh',74,1,2013,20336.1,23.0075,271.33,0.475
10,'Uttar Pradesh',203,0,2014,32529.7,15.065,24.25,0.475298
16,'Andhra Pradesh',218,0,2013,24749.598,15.305,8.65,0.475309
12,Chhattisgarh,30,1,2012,25753.454,22.51,284.48,0.475489
3,Orissa,127,2,2012,15277.9,23.675,288.33,0.476003
10,'Uttar Pradesh',187,0,2014,32529.7,15.065,24.25,0.476395
18,Chhattisgarh,24,1,2012,33838.957,22.51,284.48,0.477143
16,Chhattisgarh,31,0,2012,16819.689,14.92,11.88,0.477727
8,Haryana,223,1,2013,25692.704,23.0075,78.03,0.478038
3,'Madhya Pradesh',96,1,2013,32843.527,23.0075,271.33,0.478313
18,'Madhya Pradesh',105,1,2012,27012.4,22.51,244.2,0.478796
9,Orissa,125,1,2014,31879.8,22.7575,318.85,0.479896
2,'Madhya Pradesh',96,1,2014,34791.8,22.7575,187,0.480946
10,'Madhya Pradesh',91,0,2013,28134.6,15.305,10.93,0.481053
3,Orissa,126,2,2012,15277.9,23.675,288.33,0.48125
3,Haryana,49,1,2013,40013.13,23.0075,78.03,0.481839
3,Haryana,228,1,2013,37518.79,23.0075,78.03,0.482143
8,'Uttar Pradesh',164,1,2014,52313.444,22.7575,136,0.48244
3,Orissa,130,2,2014,31840.183,23.8,313.95,0.482759
4,Orissa,119,2,2014,21957.6,23.8,313.95,0.482828
3,'Telangana ',21,1,2012,25817.672,22.51,204.05,0.483011
8,'Uttar Pradesh',172,1,2014,50358.87,22.7575,136,0.483012
4,'Andhra Pradesh',5,1,2012,31845.6,22.51,207.4,0.483699
4,'Uttar Pradesh',164,2,2013,16976,23.605,216,0.483726
12,Gujarat,47,2,2012,21722.1,23.675,176.68,0.484375
18,'Andhra Pradesh',6,0,2013,39446.8,15.305,8.65,0.484761
18,'Andhra Pradesh',6,1,2013,39446.8,23.0075,207.25,0.485
4,Orissa,130,0,2014,21957.6,15.065,10.9,0.48587
13,'Andhra Pradesh',6,0,2014,30167.209,15.065,4.28,0.486111
3,'Andhra Pradesh',5,1,2014,25132.6,22.7575,167.43,0.486124
3,'Telangana ',4,0,2012,20281.292,14.92,1.73,0.486175
4,'Uttar Pradesh',206,2,2012,16340.7,23.675,143.28,0.486971
10,'Madhya Pradesh',65,0,2013,28134.6,15.305,10.93,0.487086
12,Gujarat,48,2,2012,21722.1,23.675,176.68,0.487179
3,Orissa,131,1,2013,16405.6,23.0075,308.5,0.487736
9,Orissa,133,1,2014,32141.35,22.7575,318.85,0.48806
18,'Madhya Pradesh',82,1,2013,31704.2,23.0075,271.33,0.488889
12,'Telangana ',4,0,2012,20275.08,14.92,1.73,0.489119
3,Orissa,127,0,2013,16405.6,15.305,3.3,0.489189
4,'Madhya Pradesh',77,1,2013,20336.1,23.0075,271.33,0.489984
3,'Telangana ',4,1,2012,26384.394,22.51,204.05,0.49006
8,Haryana,228,1,2012,38801.722,22.51,89.45,0.490076
12,Gujarat,33,1,2012,21722.1,22.51,169.85,0.490385
18,'Madhya Pradesh',83,1,2014,33433.4,22.7575,187,0.490683
3,'Uttar Pradesh',184,1,2012,31275.121,22.51,138.83,0.491041
4,'Tamil Nadu',144,1,2013,29285.1,23.0075,98.7,0.491815
9,Orissa,128,1,2014,31653.37,22.7575,318.85,0.492593
17,'Madhya Pradesh',103,1,2013,17268.017,23.0075,271.33,0.492788
16,Chhattisgarh,23,0,2012,16767.069,14.92,11.88,0.49283
4,'Uttar Pradesh',165,1,2014,22742,22.7575,136,0.492965
4,'Uttar Pradesh',164,1,2014,22742,22.7575,136,0.493049
18,'Madhya Pradesh',92,1,2013,31704.2,23.0075,271.33,0.493431
3,'Madhya Pradesh',88,0,2014,30697.165,15.065,20.1,0.493617
9,Orissa,132,1,2013,23534.097,23.0075,308.5,0.494027
4,'Madhya Pradesh',93,1,2013,20336.1,23.0075,271.33,0.494226
4,'Tamil Nadu',142,1,2013,29285.1,23.0075,98.7,0.494781
18,'Madhya Pradesh',91,1,2013,31704.2,23.0075,271.33,0.495228
4,'Uttar Pradesh',164,1,2012,16340.7,22.51,138.83,0.49598
4,Haryana,51,1,2013,23101.701,23.0075,78.03,0.496599
4,'Madhya Pradesh',66,0,2013,20336.1,15.305,10.93,0.496872
3,'Uttar Pradesh',205,2,2012,39739.663,23.675,143.28,0.496914
4,'Madhya Pradesh',66,1,2013,20336.1,23.0075,271.33,0.496943
3,'Madhya Pradesh',82,1,2013,37472.794,23.0075,271.33,0.49697
4,'Madhya Pradesh',66,0,2014,25638.8,15.065,20.1,0.496982
4,'Madhya Pradesh',66,1,2014,25638.8,22.7575,187,0.496996
3,'Uttar Pradesh',164,2,2012,37657.193,23.675,143.28,0.497199
8,Haryana,233,1,2013,26673.23,23.0075,78.03,0.497347
4,'Andhra Pradesh',11,0,2013,31951.6,15.305,8.65,0.497525
3,'Uttar Pradesh',172,2,2012,39916.169,23.675,143.28,0.497925
3,'Uttar Pradesh',184,1,2013,38118.645,23.0075,162.93,0.49795
4,'Uttar Pradesh',206,1,2012,16340.7,22.51,138.83,0.498004
8,Haryana,228,1,2013,25745.537,23.0075,78.03,0.499085
10,'Andhra Pradesh',2,0,2012,37350.5,14.92,10.08,0.5
4,Orissa,119,1,2014,21957.6,22.7575,318.85,0.5
5,Orissa,128,2,2014,59255.5,23.8,313.95,0.5
12,Gujarat,38,1,2012,21722.1,22.51,169.85,0.5
12,Gujarat,44,1,2012,21722.1,22.51,169.85,0.5
4,'Madhya Pradesh',85,0,2012,20158,14.92,1.55,0.5
16,'Madhya Pradesh',88,0,2012,32520.6,14.92,1.55,0.5
4,'Madhya Pradesh',85,0,2013,20336.1,15.305,10.93,0.5
4,'Madhya Pradesh',90,0,2013,20336.1,15.305,10.93,0.5
4,'Madhya Pradesh',95,0,2013,20336.1,15.305,10.93,0.5
4,'Madhya Pradesh',84,0,2014,25638.8,15.065,20.1,0.5
3,'Tamil Nadu',239,1,2013,25275.4,23.0075,98.7,0.5
4,'Uttar Pradesh',163,2,2012,16340.7,23.675,143.28,0.5
4,'Uttar Pradesh',184,2,2012,16340.7,23.675,143.28,0.5
4,'Uttar Pradesh',196,2,2013,16976,23.605,216,0.5
6,'Uttar Pradesh',184,1,2014,33693,22.7575,136,0.5
10,'Uttar Pradesh',167,0,2014,32529.7,15.065,24.25,0.5
10,'Uttar Pradesh',198,0,2014,32529.7,15.065,24.25,0.5
10,'Uttar Pradesh',253,0,2014,32529.7,15.065,24.25,0.5
4,'Uttar Pradesh',169,2,2014,22742,23.8,129.28,0.5
4,'Uttar Pradesh',176,2,2014,22742,23.8,129.28,0.5
4,'Uttar Pradesh',184,2,2014,22742,23.8,129.28,0.5
4,'Uttar Pradesh',195,2,2014,22742,23.8,129.28,0.5
4,'Uttar Pradesh',196,2,2014,22742,23.8,129.28,0.5
3,Gujarat,32,1,2012,22419.185,22.51,169.85,0.5
3,Gujarat,40,1,2012,22485.696,22.51,169.85,0.5
3,Gujarat,38,1,2012,22485.696,22.51,169.85,0.5
4,Gujarat,41,1,2012,22678.392,22.51,169.85,0.5
3,Gujarat,32,2,2012,33001.725,23.675,176.68,0.5
3,Gujarat,35,2,2012,36239.718,23.675,176.68,0.5
3,Gujarat,36,2,2012,34079.844,23.675,176.68,0.5
3,Gujarat,47,2,2012,33522.94,23.675,176.68,0.5
3,Haryana,51,1,2013,28654.008,23.0075,78.03,0.5
3,Haryana,222,1,2013,30915.405,23.0075,78.03,0.5
3,Haryana,232,1,2013,33401.379,23.0075,78.03,0.5
3,Haryana,231,1,2013,29595.461,23.0075,78.03,0.5
12,Haryana,51,1,2013,35463.063,23.0075,78.03,0.5
3,'Madhya Pradesh',103,1,2013,32823.389,23.0075,271.33,0.5
6,'Madhya Pradesh',88,1,2013,31333.923,23.0075,271.33,0.5
13,'Madhya Pradesh',86,0,2013,22798.814,15.305,10.93,0.5
5,'Madhya Pradesh',84,1,2014,30940.306,22.7575,187,0.5
5,'Madhya Pradesh',91,1,2014,23202.26,22.7575,187,0.5
3,'Madhya Pradesh',91,0,2014,21496.915,15.065,20.1,0.5
3,'Uttar Pradesh',162,1,2012,25634.188,22.51,138.83,0.5
3,'Uttar Pradesh',169,1,2012,19915.637,22.51,138.83,0.5
3,'Uttar Pradesh',172,1,2012,31481.649,22.51,138.83,0.5
